RT @A_Men12: Somebody check on this mans cte,1240727812887195648,,Thu Mar 19 19:52:16 +0000 2020,AUSTIN TX,THE GOD$ON,584,1,0,
RT @MissjowilsonJo: @jet2tweets I’ve been admiring how you are dealing with customers since this whole corona virus started. However today…,1240727812891447297,,Thu Mar 19 19:52:16 +0000 2020,"London, UK",FlightRefunds,11993,1,0,
RT @askjillian: Disgusting. But let’s clutch our pearls bc @RickWilson’s riff on #bebest These ppl are actively killing Americans.,1240727813008666624,,Thu Mar 19 19:52:16 +0000 2020,,vicki mayer,10,5,0,"{'text': 'bebest', 'indices': [81, 88]}"
RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,1240727813541560322,,Thu Mar 19 19:52:17 +0000 2020,,nic,534,33349,0,
"RT @mitchellreports: Photo of @realDonaldTrump briefing papers from today shows ""corona"" crossed out and ""Chinese"" written in his sharpie h…",1240727813713428484,,Thu Mar 19 19:52:17 +0000 2020,United States,ThoughtfulVoter,3024,1502,0,
RT @pattonoswalt: this incompetent racist asshole,1240727813923233792,,Thu Mar 19 19:52:17 +0000 2020,,radsaddad.jpg,129,13752,0,
"My 87 year old stepmom was admitted to Memorial Hospital Belleville,Illinois last night with a fever and coughing and she said they wouldn’t test her for the Corona Virus because she hasn’t traveled. Had talked with her day prior nothing. What the hell is wrong with this her age.",1240727814573359110,,Thu Mar 19 19:52:17 +0000 2020,"Bowling Green, KY",Rick Smith,8,0,1,
I literally just said this lmaoooo https://t.co/71gAp5t3m4,1240727814640406534,,Thu Mar 19 19:52:17 +0000 2020,"Atlanta, GA",Ka$h,554,0,1,
"RT @Shehzad_Ind: Lakhs of daily wagers - domestic help, carpenters,cleaners, plumbers,spot boys on sets,etc will lose livelihood due to soc…",1240727816016199680,,Thu Mar 19 19:52:17 +0000 2020,,Nupur,139,1266,0,
"RT @AndersFoghR: We must bring Taiwan fully into the @WHO now. 

To date, Taiwan has around 100 cases of #COVID2019 despite its proximity t…",1240727816024387584,,Thu Mar 19 19:52:17 +0000 2020,,HK siumai,14,1685,0,"{'text': 'COVID2019', 'indices': [105, 115]}"
"RT @joncoopertweets: “If I get corona, I get corona,” said one Ohio student on spring break in Florida. “At the end of the day, I’m not gon…",1240727816163012608,,Thu Mar 19 19:52:17 +0000 2020,"Dallas, TX",Andres Iglesias ©,478,176,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727816393469952,,Thu Mar 19 19:52:17 +0000 2020,,Jay || 🦀 Killin' It,259,98411,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727816423051272,,Thu Mar 19 19:52:17 +0000 2020,Gold Coast,trotro mate,7566,98411,0,
"RT @ChronicleKano: Kano State Emergency contacts in case of suspected Corona Virus Outbreak:

Dr. Imam Wada Bello
08050303343

Dr Bashir La…",1240727816448212999,,Thu Mar 19 19:52:17 +0000 2020,woodcrest,Bob,2101,1030,0,
"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",1240727816896995329,,Thu Mar 19 19:52:17 +0000 2020,"Lagos, Nigeria",ADURA,221,46045,0,
RT @Parkour_Lewis: Whatever you say Corona Sandiego,1240727816934764544,,Thu Mar 19 19:52:17 +0000 2020,just around the riverbend!,Keish,2290,6,0,
"A 34 year old from Pasadena is the first person to die from Corona after visiting @Disneyland in Florida. 

Shame on Disneyland for not closing sooner. Smh. They should’ve known something like this would happen with the recent measles outbreak that happened in Anaheim recently.",1240727817458835457,,Thu Mar 19 19:52:17 +0000 2020,"Los Angeles, CA",Cosimo,510,1,1,
"RT @iam_erhnehst: Everything was fine in the world until Liverpool decided to take the premier league title 😩💔😂
Kobe died😩
World war 3
Coro…",1240727817555447808,,Thu Mar 19 19:52:17 +0000 2020,Close to America,🅑🅛🅐🅒🅚 🅜🅐🅡🅘🅞 🤪🤪,1445,940,0,
RT @1DJFirstClass: Me &amp; My Niggas Walking In The Club After The Corona Epidemic End https://t.co/UvCiTK51uG,1240727817572306944,,Thu Mar 19 19:52:17 +0000 2020,,Rah,78,2671,0,
"@JahmalUsen What's the problem?
What are you going through? 
You can talk to me. 
You can't commit suicide in this corona virus era, don't try to run away.",1240727817849114624,,Thu Mar 19 19:52:18 +0000 2020,"Indiana, USA",Wizard of Oz,1126,0,0,
this quarantine has kicked my depression up a couple notches thanks to my work and routine being void now and im effectively avoiding my phone now bc everyone is nuts sending corona stuff. dont blame them but christ the anxiety is driving me up the wall,1240727818755100673,,Thu Mar 19 19:52:18 +0000 2020,🇩🇴,Yves!,89,0,0,
RT @LetsWeeb: Weebs be sitting at home tweeting about the corona but watch anime on illegal sites. Mfs worried about the wrong virus,1240727818826215424,,Thu Mar 19 19:52:18 +0000 2020,Soul Society,ichigoat kinosaki,71,459,0,
RT @bIondiewasabi: this man’s piss could stop corona,1240727819094802433,,Thu Mar 19 19:52:18 +0000 2020,"Austin, TX",mila,446,44280,0,
RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,1240727819119968256,,Thu Mar 19 19:52:18 +0000 2020,,Ann Figueroa,13,11900,0,
"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",1240727819300323329,,Thu Mar 19 19:52:18 +0000 2020,"England, United Kingdom",Joshi,140,46045,0,
"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",1240727819837202439,,Thu Mar 19 19:52:18 +0000 2020,"Suplex City, IL",Tele,45,30495,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727820155920387,,Thu Mar 19 19:52:18 +0000 2020,"Work, Scotland",J,473,98411,0,
"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",1240727820499812352,,Thu Mar 19 19:52:18 +0000 2020,North London ,LaShay. 🇯🇲,397,46045,0,
"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",1240727820713766916,,Thu Mar 19 19:52:18 +0000 2020,"New York, USA",Liz Grisaru (@🏡),173,6245,0,
Aha. Knew it. Another hidden family issue will be an explosion of credit card debt. https://t.co/9lRUb9bZXK,1240727820940251141,,Thu Mar 19 19:52:18 +0000 2020,,SylviaMagallan,3142,0,1,
RT @ebs_the_great: A lot of you would actually benefit from taking a good look introspectively at your issues with women. This is just gros…,1240727821028405249,,Thu Mar 19 19:52:18 +0000 2020,"London, England",Mrs Yich Léora Scott ♡ 🇸🇱,2559,584,0,
"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",1240727821414273027,,Thu Mar 19 19:52:18 +0000 2020,United States,Capitalics,615,6245,0,
"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",1240727821497982977,,Thu Mar 19 19:52:18 +0000 2020,,Vincent J. Bianco,91,30495,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727821661556736,,Thu Mar 19 19:52:18 +0000 2020,"Gotham City, USA",█ █ █ 🇭🇹,220,98411,0,
RT @MLKChefLean: Sharing this because corona  https://t.co/ofBDQE58RJ,1240727821238108160,,Thu Mar 19 19:52:18 +0000 2020,,Ocean Black Pearl,353,126624,0,
"RT @ioproducer: There was a nasty flu that went round in December / early Jan. I’m telling you, that was corona. Bare ppl were sick (includ…",1240727821753950210,,Thu Mar 19 19:52:18 +0000 2020,In Winterfell sipping on Evian,🔺Super pjeshk zemer,789,46045,0,
@TheEllenShow Stay safe. Will you do any show in India once Corona shit is over? ❤️,1240727821812559872,,Thu Mar 19 19:52:18 +0000 2020,,RAJ VERMA,129,0,0,
RT @Simon_Nixon: It’s increasingly hard to avoid the conclusion that Britain’s failure to scale up testing is a result of the government’s…,1240727821825323013,,Thu Mar 19 19:52:18 +0000 2020,Earth,Carly,1053,2052,0,
"RT @ARanganathan72: Many mocking him but he hasn't said anything preposterous. No link of Vitamin D with Corona, and his comment must not b…",1240727821883830272,,Thu Mar 19 19:52:19 +0000 2020,India,Akash,645,2243,0,
RT @SamKhan999: Seriously you calling Americans Stupid? And you come from a country where large number of people are prescribing cow urine…,1240727822089351168,,Thu Mar 19 19:52:19 +0000 2020,,Banana Bender,170,40,0,
"RT @NewYorkStateAG: This. Is. Unacceptable.
 
I will continue to remind my fellow New Yorkers that this kind of bigoted behavior will NOT b…",1240727822680961025,,Thu Mar 19 19:52:19 +0000 2020,,Barbara Sherman,140,285,0,
"I almost bought one yesterday, but to get a single it had to be in a can. And I promoted the improved version of my recommended slogan: “Corona without the virus.” I expect their sales are up. https://t.co/oKcoJAw2uc",1240727822768861184,,Thu Mar 19 19:52:19 +0000 2020,Vancouver/Chicago,"Herr Doktor Professor Paul Bullen, scientist",563,0,1,
RT @goodbeanaltalt: holy shit I hate every person in this video,1240727822861303808,,Thu Mar 19 19:52:19 +0000 2020,New York via Baltimore ,Payment Failed.😭😑🤦🏽‍♂️,2850,65280,0,
RT @nicolebyer: Everyone in this looks sick,1240727822924218368,,Thu Mar 19 19:52:19 +0000 2020,KILL ME NOW,MO☘️,229,48505,0,
Please stop blaming Millennials for something stupid said by a Z Generation kid. Also don't blame all Z Generation kids for a handful of stupid ones. I grew up with plenty of idiots who would be doing the same thing and I'm an XGen. https://t.co/UD357VMg4B,1240727823108669440,,Thu Mar 19 19:52:19 +0000 2020,"Jacksonville, FL",Kevin Meerschaert,3242,0,3,
@Ken_Matt3 Might as well call me Corona Key at this point 😂💀,1240727823318265857,,Thu Mar 19 19:52:19 +0000 2020,Las Vegas/San Jose,🔑,436,0,2,
That Indian corona music video is killing me😂,1240727823830130688,Nigeria,Thu Mar 19 19:52:19 +0000 2020,Pain,Usoland Stan Account,416,0,0,
"RT @aaronneedshelp: my last white blood cell challenging corona to a dance battle for the fate for my body
https://t.co/gdIpoKQoZB",1240727823951613953,,Thu Mar 19 19:52:19 +0000 2020,"Seattle, WA",DA-beanツ,948,49493,0,
RT @AyoBankole: The hard part is that Nigeria isn’t wired to lock down. Majority workers are in the informal space &amp; poor. The formal secto…,1240727824081747969,,Thu Mar 19 19:52:19 +0000 2020,,Ada Buchi,753,715,0,
RT @goodbeanaltalt: holy shit I hate every person in this video,1240727824358682624,,Thu Mar 19 19:52:19 +0000 2020,,Cheese Hater,31,65280,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727824715128832,,Thu Mar 19 19:52:19 +0000 2020,,Princess Hadassah,277,98411,0,
RT @chandlerriggs: here’s a deleted scene from TWD’s special on corona virus https://t.co/qGuSfyjpK5,1240727824731955201,,Thu Mar 19 19:52:19 +0000 2020,,Angela Gatfield,80,11900,0,
RT @TimMurtaugh: POTUS edits the copy for accuracy.,1240727825339932677,,Thu Mar 19 19:52:19 +0000 2020,30223,Mike Criswell,154,221,0,
Will I ever graduate? First strike and now corona? I’m livid https://t.co/uqL6MASRMZ,1240727825533087745,,Thu Mar 19 19:52:19 +0000 2020,Nigeria,tech babe,111,0,0,
RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,1240727825696645120,,Thu Mar 19 19:52:19 +0000 2020,"San Antonio, TX",Ki-Mei C. Dyo,1604,47271,0,
"RT @AbhishBanerj: Tweet from Jan 14.

Chinese authorities concluded that there is no evidence of human to human transmission of Wuhan Coron…",1240727825730211843,,Thu Mar 19 19:52:19 +0000 2020,,ಲವ,91,47,0,
RT @BrettSVergara: I’m setting JoJo’s Corona PSA song as my new ringtone https://t.co/sWPUmqMjjj,1240727825877008384,,Thu Mar 19 19:52:19 +0000 2020,NYC,Fiona@no thoughts head empty,120,5834,0,
"RT @mirabel_lez: China doing the most to eradicate this Corona virus. 👏👏👏

Watch and retweet 

https://t.co/ydaVb6MN8C",1240727826644570113,,Thu Mar 19 19:52:20 +0000 2020,"Lagos, Nigeria",Mason Bailey❤️😍🧢,178,465,0,
RT @StaticBlck: If corona don’t take me out then boredom will,1240727826799656960,,Thu Mar 19 19:52:20 +0000 2020,,Dre™,375,2,0,
RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,1240727826917097473,,Thu Mar 19 19:52:20 +0000 2020,"Cantal, Auvergne",céc’,61,85306,0,
"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",1240727826954928128,,Thu Mar 19 19:52:20 +0000 2020,Somewhere here on Earth,#BlackJoy,1054,30495,0,
no offense but y'all are stupid and weird looking mofos https://t.co/SxEkwhf84f,1240727827479031808,,Thu Mar 19 19:52:20 +0000 2020,〽,kier,318,0,0,
this lot have about 8 brain cells between them https://t.co/U6S2sSPhbH,1240727827667877894,,Thu Mar 19 19:52:20 +0000 2020,,LouisVTea🍃,149,0,1,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727827823157253,,Thu Mar 19 19:52:20 +0000 2020,,Dave,214,98411,0,
RT @nicolebyer: Everyone in this looks sick,1240727827894480897,,Thu Mar 19 19:52:20 +0000 2020,In transit,R🌈,190,48505,0,
RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,1240727827915341825,,Thu Mar 19 19:52:20 +0000 2020,"Scotland, United Kingdom",Katie B,25,47271,0,
RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,1240727827965562880,,Thu Mar 19 19:52:20 +0000 2020,"Los Angeles, CA",b,364,33349,0,
RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,1240727828007718912,,Thu Mar 19 19:52:20 +0000 2020,Catching Pokemon,Baéonetta,377,19514,0,
"Well guess I can't get Animal Crossing anymore.
My mom isn't letting me leave the house and is acting like we're being forced to get quarantined.
I know corona can affect anyone, but I'm still young and I can admit that my immune system is pretty damn strong.",1240727828074725377,,Thu Mar 19 19:52:20 +0000 2020,,Rosiri 🦀,660,1,8,
RT @toriarenee_: This is for CORONA  you big fat white nasty smelling fat bitch why you took me off the motherfuckin schedule with your tri…,1240727828192247808,,Thu Mar 19 19:52:20 +0000 2020,"Jordan, NY",taylor milk your,73,47271,0,
"RT @TimothyNoah1: I just asked a DC cop what he’s noticed since the coronavirus sent people home. “More domestic violence,” he said, withou…",1240727828267765760,,Thu Mar 19 19:52:20 +0000 2020,London,Elizabeth Machin Pr,1613,17106,0,
"If things keep going the way they are I’m gonna need to start calling it the “but trump says it’s not a big deal, let’s go on spring break” virus. I hate this piece of trash. https://t.co/3wvyYfZykE",1240727828313903104,,Thu Mar 19 19:52:20 +0000 2020,Instagram @nickstecgolf,Nick Stec,302,0,3,
RT @kinguruka: Who do you think would end corona. New generation army let’s goooooooo!!,1240727828318040072,,Thu Mar 19 19:52:20 +0000 2020,"Lagos, Nigeria",Timi Adetayo,2955,1,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727828875956232,,Thu Mar 19 19:52:20 +0000 2020,A nightmare/USA. Same thing,Rai of Sunshine ☀️✨,216,98411,0,
Putting a new twist on a classic for the greater good. A queen. https://t.co/dAcOj6yCh9,1240727828989165571,,Thu Mar 19 19:52:20 +0000 2020,Namjoon’s bonsai garden,(semi IA) Nat⁷🌙,6767,0,0,
RT @jhaushofer: Please RT: A team of researchers is looking for volunteers to translate a survey on Corona (1300 words) into many languages…,1240727828989202437,,Thu Mar 19 19:52:20 +0000 2020,Bedfordshire,Kate Townesend 💙,195,3297,0,
"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",1240727829404438529,,Thu Mar 19 19:52:20 +0000 2020,,sandchair,958,6245,0,
"@atensnut Target needs to take out the trash if they want Americans to spend their corona money at Target..or tarjay. She's gross, trashy, foul mouth, sloppy. Total Mess. No matter what happened when she was a child to make her this way she has made herself a target.",1240727829525954560,,Thu Mar 19 19:52:20 +0000 2020,USA traveler,Krisden McClain,165,0,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727829668560903,,Thu Mar 19 19:52:20 +0000 2020,412 ✈️ 904,HONE$TY,2159,98411,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727830410952704,,Thu Mar 19 19:52:21 +0000 2020,,Amy Marie,29,98411,0,
RT @People4Bernie: Despicable behavior https://t.co/vZKXRGhMdJ,1240727830486532096,,Thu Mar 19 19:52:21 +0000 2020,,yung coconut 🥥,3637,19,0,
"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",1240727830545252352,,Thu Mar 19 19:52:21 +0000 2020,"Pennsylvania, USA",𝖘𝖆𝖇𝖗𝖎𝖓𝖆 🖤🍒,97,30495,0,
we are with you modiji for fight to corona.,1240727830582853632,,Thu Mar 19 19:52:21 +0000 2020,,pratik kakadiya,8,0,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727830671110150,,Thu Mar 19 19:52:21 +0000 2020,MD,Anne Marble,1599,98411,0,
@TravelGov Who here has corona?  Who knows anyone that has it?  Just wondering.,1240727830725423105,,Thu Mar 19 19:52:21 +0000 2020,,JasonHarvey,4,0,0,
"RT @Siya_Dlaminii: 😂😂😂 I love my country, but how did we get here😂? https://t.co/KHshfVTwon",1240727830838874118,,Thu Mar 19 19:52:21 +0000 2020,At Home,BN,3092,1157,0,
RT @TrueNewsNG: President Muhammadu Buhari has directed a repositioning of the economy to mitigate global effect of the Corona Virus in Nig…,1240727830893416449,,Thu Mar 19 19:52:21 +0000 2020,Anywhere my mind takes me,Babatunde Abd’Rahmon,740,2,0,
RT @bIondiewasabi: this man’s piss could stop corona,1240727830998265858,,Thu Mar 19 19:52:21 +0000 2020,Rodeo,Hun43rd,221,44280,0,
Corona has become something else Ugandan airport has misunderstood everything now extorting money from pple no wonder,1240727831254126592,United Arab Emirates,Thu Mar 19 19:52:21 +0000 2020,,Dmolly Molly,17,0,0,
"RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",1240727831568678912,,Thu Mar 19 19:52:21 +0000 2020,bi bitch,king of the bugs,955,98411,0,
"RT @Public_Citizen: Any company that continues to deny their workers paid sick leave is a danger to the American public.
https://t.co/rsT5m…",1240727831962882049,,Thu Mar 19 19:52:21 +0000 2020,NO MORE 仕方がない,🌒J isn't going away,2427,72,0,
RT @goodbeanaltalt: holy shit I hate every person in this video,1240727832550088710,,Thu Mar 19 19:52:21 +0000 2020,,pauème,205,65280,0,
"RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",1240727832663212032,,Thu Mar 19 19:52:21 +0000 2020,"Seattle, WA","As of 6 a.m. EDT April 6, 19% vaccinated",1548,30495,0,
RT @PseudoHeuristic: @baddestmamajama @ImpPoster Bloomberg shelled out $50 mil for corona aid..... and $500 mil for a purely pride stroking…,1240727833057488896,,Thu Mar 19 19:52:21 +0000 2020,♊︎☉ ♍︎☾ ♍︎↑,𝕢𝕦𝕒𝕟𝕥𝕦𝕞 𝕤𝕦𝕚𝕔𝕚𝕕𝕖,102,33,0,
"Seriously, how dumb can you be??? #facepalm https://t.co/cn0u9BXXP0",1240727833061842946,,Thu Mar 19 19:52:21 +0000 2020,"Rockville, MD",Adi Bronsthein,404,0,1,"{'text': 'facepalm', 'indices': [34, 43]}"
"RT @jbarro: Among other things, what this shows is they're using the term ""the coronavirus"" internally like everyone else and are throwing…",1240727833082826752,,Thu Mar 19 19:52:21 +0000 2020,,David,573,6245,0,
@frankienbennys are all branches shutting due to corona or just those you planned to close by end of year?,1240727833263177729,,Thu Mar 19 19:52:21 +0000 2020,"North West, England",Sian Button,22,0,0,
RT @Weinsteinlaw: There has never been a president less equipped to meet the moment than @realDonaldTrump. It’s time for leaders from both…,1240727833506385921,,Thu Mar 19 19:52:21 +0000 2020,,Paul Kellogg,69,36,0,
"RT @ErikSolheim: Wow!
How China brought new corona virus cases from 15000 mid February to 1 new yesterday. Extremely aggressive and vigilan…",1240727833778900992,,Thu Mar 19 19:52:21 +0000 2020,"Pune, India",Satish Mahant,278,5387,0,
RT @DineshDSouza: The political incorrectness of @realDonaldTrump is one of his most endearing qualities https://t.co/g0011h78fM,1240727833800052736,,Thu Mar 19 19:52:21 +0000 2020,Florida,🇺🇸Dims-Try-to-Destroy-It🇺🇸,50,1193,0,
before corona vs everyone during the lockdown https://t.co/uCLTV5Xeo0,1240727833867161601,,Thu Mar 19 19:52:21 +0000 2020,oakwell ,🫖🔫,3258,0,11,
RT @hey_ciara: Me once I touch down on my first trip post-corona  https://t.co/5W0uK2qVXD,1240727834072690689,,Thu Mar 19 19:52:21 +0000 2020,Central Michigan University ,KUWT 🎀,316,19514,0,
RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,1240727834106134535,,Thu Mar 19 19:52:21 +0000 2020,,ISH,352,33349,0,
RT @Vani_TheGoat: See 10 Do 10 💪🏽 I challenge @AikHuncho @LLR_Meech @asvp_justin @Jock_Reacher @really_fm @RegRob__ @malikjawar_ @cjm1113 @…,1240727834395582477,,Thu Mar 19 19:52:21 +0000 2020,NC ,3rd $on 🩸,3511,2,0,
RT @goodbeanaltalt: holy shit I hate every person in this video,1240727834437525506,,Thu Mar 19 19:52:21 +0000 2020,,Erik Mosqueda,12,65280,0,
